Model	Count	Correct	False Positive	False Negative	PredictY	PredictN	Image Key	Prompt
./answers/First,.json	1609	1	0	0	0	1	The two dogs' bodies are pointing in opposite directions from each other.##test1/test1-604-3-img0.png##test1/test1-604-3-img1.png	First,##dogs that look like bears breed photo ###dog
./answers/caption.json	1606	1	0	0	1	0	The two dogs' bodies are pointing in opposite directions from each other.##test1/test1-604-2-img0.png##test1/test1-604-2-img1.png	a white dog is standing in the grass##a white dog standing in the grass next to a rock##
./answers/Firstly,.json	1610	1	0	0	1	0	The two dogs' bodies are pointing in opposite directions from each other.##test1/test1-604-2-img0.png##test1/test1-604-2-img1.png	Firstly,##the dog is white##the dog is white
./answers/First,.json	1610	1	0	0	1	0	The two dogs' bodies are pointing in opposite directions from each other.##test1/test1-604-2-img0.png##test1/test1-604-2-img1.png	First,##a fluffy white dog##the neck of a dog
./answers/Let's think.json	1601	1	0	0	1	0	The two dogs' bodies are pointing in opposite directions from each other.##test1/test1-604-2-img0.png##test1/test1-604-2-img1.png	Let's think##dogs that look like wolves photo ###this is a dog
./answers/First,.json	1613	1	0	0	0	1	The left image contains a white dog facing towards the right.##test1/test1-604-3-img0.png##test1/test1-604-3-img1.png	First,##dogs that look like bears breed photo ###dog
./answers/Let's think.json	1607	1	0	0	0	1	At least one dog is bearing its teeth.##test1/test1-635-2-img0.png##test1/test1-635-2-img1.png	Let's think##this is a dog##a dog and a kid
./answers/Firstly,.json	1619	1	0	0	0	1	All dogs shown are white, and the dog in the left image has its mouth open with fangs bared.##test1/test1-635-2-img0.png##test1/test1-635-2-img1.png	Firstly,##the dog is white##a child touching a dog
./answers/Let's think.json	1610	1	0	0	0	1	All dogs shown are white, and the dog in the left image has its mouth open with fangs bared.##test1/test1-635-2-img0.png##test1/test1-635-2-img1.png	Let's think##this is a dog##a dog and a kid
./answers/First,.json	1620	1	0	0	1	0	All dogs shown are white, and the dog in the left image has its mouth open with fangs bared.##test1/test1-635-3-img0.png##test1/test1-635-3-img1.png	First,##the grass is covered with snow##dog's paws on the bed
./answers/caption.json	1617	1	0	0	0	1	One of the images shows a dog in a car.##test1/test1-30-0-img0.png##test1/test1-30-0-img1.png	a small white dog on a leash on a sidewalk##a close up of a white dog laying down##
./answers/caption.json	1618	1	0	0	1	0	One of the images shows a dog in a car.##test1/test1-30-2-img0.png##test1/test1-30-2-img1.png	a white dog sitting in the drivers seat of a car##a dog sitting in the drivers seat of a car##
./answers/Firstly,.json	1622	1	0	0	1	0	One of the images shows a dog in a car.##test1/test1-30-2-img0.png##test1/test1-30-2-img1.png	Firstly,##two dogs in a car##a dog
./answers/First,.json	1622	1	0	0	1	0	One of the images shows a dog in a car.##test1/test1-30-2-img0.png##test1/test1-30-2-img1.png	First,##two dogs in a car##a dog
./answers/Let's think.json	1613	1	0	0	1	0	One of the images shows a dog in a car.##test1/test1-30-2-img0.png##test1/test1-30-2-img1.png	Let's think##dog##a dog
./answers/Firstly,.json	1631	1	0	0	0	1	An image includes a person sitting in a chair and reading, and a person standing in front of bookshelves in the background.##test1/test1-747-1-img0.png##test1/test1-747-1-img1.png	Firstly,##books on the shelf##a window on a building
./answers/First,.json	1631	1	0	0	0	1	An image includes a person sitting in a chair and reading, and a person standing in front of bookshelves in the background.##test1/test1-747-1-img0.png##test1/test1-747-1-img1.png	First,##books on the shelf##a window on a building
./answers/caption.json	1637	1	0	0	1	0	The image on the left shows a row of three red chairs next to a ladder in the bookstore.##test1/test1-189-1-img0.png##test1/test1-189-1-img1.png	a library with chairs and books in it##a library with a chair and a ladder in it##
./answers/Firstly,.json	1641	1	0	0	1	0	The image on the left shows a row of three red chairs next to a ladder in the bookstore.##test1/test1-189-1-img0.png##test1/test1-189-1-img1.png	Firstly,##stacks of books in a library##a set of bookshelves
./answers/First,.json	1641	1	0	0	1	0	The image on the left shows a row of three red chairs next to a ladder in the bookstore.##test1/test1-189-1-img0.png##test1/test1-189-1-img1.png	First,##the shelves are full of books##a set of wooden shelves
./answers/Let's think.json	1632	1	0	0	1	0	The image on the left shows a row of three red chairs next to a ladder in the bookstore.##test1/test1-189-1-img0.png##test1/test1-189-1-img1.png	Let's think##this is a library##this is a library
./answers/caption.json	1640	1	0	0	1	0	The image on the left shows a row of three red chairs next to a ladder in the bookstore.##test1/test1-189-3-img0.png##test1/test1-189-3-img1.png	three red chairs in a library with books##an aisle in a bookstore filled with books##
./answers/Firstly,.json	1644	1	0	0	1	0	The image on the left shows a row of three red chairs next to a ladder in the bookstore.##test1/test1-189-3-img0.png##test1/test1-189-3-img1.png	Firstly,##books on the shelf##this is a magazine rack
./answers/First,.json	1644	1	0	0	1	0	The image on the left shows a row of three red chairs next to a ladder in the bookstore.##test1/test1-189-3-img0.png##test1/test1-189-3-img1.png	First,##books on the shelf##this is a magazine rack
./answers/Let's think.json	1635	1	0	0	1	0	The image on the left shows a row of three red chairs next to a ladder in the bookstore.##test1/test1-189-3-img0.png##test1/test1-189-3-img1.png	Let's think##a bunch of books##a magazine rack
./answers/caption.json	1643	1	0	0	1	0	A row of purple chairs is near a ladder in the bookstore image on the left.##test1/test1-189-1-img0.png##test1/test1-189-1-img1.png	a library with chairs and books in it##a library with a chair and a ladder in it##
./answers/Firstly,.json	1647	1	0	0	1	0	A row of purple chairs is near a ladder in the bookstore image on the left.##test1/test1-189-1-img0.png##test1/test1-189-1-img1.png	Firstly,##stacks of books in a library##a set of bookshelves
./answers/First,.json	1647	1	0	0	1	0	A row of purple chairs is near a ladder in the bookstore image on the left.##test1/test1-189-1-img0.png##test1/test1-189-1-img1.png	First,##the shelves are full of books##a set of wooden shelves
./answers/Let's think.json	1638	1	0	0	1	0	A row of purple chairs is near a ladder in the bookstore image on the left.##test1/test1-189-1-img0.png##test1/test1-189-1-img1.png	Let's think##this is a library##this is a library
./answers/caption.json	1644	1	0	0	1	0	A row of purple chairs is near a ladder in the bookstore image on the left.##test1/test1-189-3-img0.png##test1/test1-189-3-img1.png	three red chairs in a library with books##an aisle in a bookstore filled with books##
./answers/Firstly,.json	1648	1	0	0	1	0	A row of purple chairs is near a ladder in the bookstore image on the left.##test1/test1-189-3-img0.png##test1/test1-189-3-img1.png	Firstly,##books on the shelf##this is a magazine rack
./answers/First,.json	1648	1	0	0	1	0	A row of purple chairs is near a ladder in the bookstore image on the left.##test1/test1-189-3-img0.png##test1/test1-189-3-img1.png	First,##books on the shelf##this is a magazine rack
./answers/Let's think.json	1639	1	0	0	1	0	A row of purple chairs is near a ladder in the bookstore image on the left.##test1/test1-189-3-img0.png##test1/test1-189-3-img1.png	Let's think##a bunch of books##a magazine rack
./answers/caption.json	1649	1	0	0	1	0	Each image shows the exterior of a shop, and one shop features red signage while the other features dark green signage.##test1/test1-222-2-img0.png##test1/test1-222-2-img1.png	a bookshop with a sign that reads childrens book shop##a bookstore window filled with lots of books##
./answers/Firstly,.json	1653	1	0	0	1	0	Each image shows the exterior of a shop, and one shop features red signage while the other features dark green signage.##test1/test1-222-2-img0.png##test1/test1-222-2-img1.png	Firstly,##a window on the building##a window on the building
./answers/First,.json	1653	1	0	0	1	0	Each image shows the exterior of a shop, and one shop features red signage while the other features dark green signage.##test1/test1-222-2-img0.png##test1/test1-222-2-img1.png	First,##window on the building##a window on the building
./answers/Let's think.json	1644	1	0	0	1	0	Each image shows the exterior of a shop, and one shop features red signage while the other features dark green signage.##test1/test1-222-2-img0.png##test1/test1-222-2-img1.png	Let's think##a window##the books are visible
./answers/caption.json	1654	1	0	0	1	0	In both images the bookstore's floor is visible.##test1/test1-238-2-img0.png##test1/test1-238-2-img1.png	a bookstore shelf filled with lots of books##a library with shelves filled with movies and posters##
./answers/First,.json	1658	1	0	0	1	0	In both images the bookstore's floor is visible.##test1/test1-238-2-img0.png##test1/test1-238-2-img1.png	First,##a book on the shelf##the books are on the shelf
./answers/Let's think.json	1649	1	0	0	1	0	In both images the bookstore's floor is visible.##test1/test1-238-2-img0.png##test1/test1-238-2-img1.png	Let's think##a book##a book on the shelf
./answers/caption.json	1659	1	0	0	1	0	There are books stacked flat on the floor next to the bookshelves.##test1/test1-639-0-img0.png##test1/test1-639-0-img1.png	a library filled with lots of books on the floor##a cat sitting on the floor in a bookstore##
./answers/Firstly,.json	1663	1	0	0	1	0	There are books stacked flat on the floor next to the bookshelves.##test1/test1-639-0-img0.png##test1/test1-639-0-img1.png	Firstly,##books on the floor##a book shelf full of books
./answers/First,.json	1663	1	0	0	1	0	There are books stacked flat on the floor next to the bookshelves.##test1/test1-639-0-img0.png##test1/test1-639-0-img1.png	First,##books on the floor##a book shelf full of books
./answers/Let's think.json	1654	1	0	0	1	0	There are books stacked flat on the floor next to the bookshelves.##test1/test1-639-0-img0.png##test1/test1-639-0-img1.png	Let's think##lots of books##the cat
./answers/Firstly,.json	1664	1	0	0	0	1	There are books stacked flat on the floor next to the bookshelves.##test1/test1-639-2-img0.png##test1/test1-639-2-img1.png	Firstly,##a book on the shelf##books on the floor
./answers/First,.json	1664	1	0	0	0	1	There are books stacked flat on the floor next to the bookshelves.##test1/test1-639-2-img0.png##test1/test1-639-2-img1.png	First,##a book on the shelf##books on the floor
./answers/caption.json	1661	1	0	0	1	0	There are books stacked flat on the floor next to the bookshelves.##test1/test1-639-3-img0.png##test1/test1-639-3-img1.png	a library with a chair and a fireplace and books##a room with a fireplace and many books##
./answers/Firstly,.json	1665	1	0	0	1	0	There are books stacked flat on the floor next to the bookshelves.##test1/test1-639-3-img0.png##test1/test1-639-3-img1.png	Firstly,##books on the floor##books on the shelf
./answers/First,.json	1665	1	0	0	1	0	There are books stacked flat on the floor next to the bookshelves.##test1/test1-639-3-img0.png##test1/test1-639-3-img1.png	First,##books on the tv##a wall full of books
./answers/Firstly,.json	1666	1	0	0	0	1	There are books stacked flat on the floor next to the bookshelves.##test1/test1-639-1-img0.png##test1/test1-639-1-img1.png	Firstly,##the books are neatly arranged##the books are on the shelf
./answers/First,.json	1666	1	0	0	0	1	There are books stacked flat on the floor next to the bookshelves.##test1/test1-639-1-img0.png##test1/test1-639-1-img1.png	First,##the books are neatly arranged##a wall of books
./answers/caption.json	1665	1	0	0	1	0	One image shows a diagonally-angled rectangular table with books laid flat on it, and the other image includes at least one rounded white sculptural element in a room with bookshelves on the walls.##test1/test1-288-1-img0.png##test1/test1-288-1-img1.png	a book store with many shelves of books##a bookstore with many books on tables and shelves##
./answers/Firstly,.json	1669	1	0	0	1	0	One image shows a diagonally-angled rectangular table with books laid flat on it, and the other image includes at least one rounded white sculptural element in a room with bookshelves on the walls.##test1/test1-288-1-img0.png##test1/test1-288-1-img1.png	Firstly,##a bunch of books on a shelf##books on the shelves
./answers/First,.json	1669	1	0	0	1	0	One image shows a diagonally-angled rectangular table with books laid flat on it, and the other image includes at least one rounded white sculptural element in a room with bookshelves on the walls.##test1/test1-288-1-img0.png##test1/test1-288-1-img1.png	First,##the shelves are full of books##books on the shelves
./answers/Let's think.json	1660	1	0	0	1	0	One image shows a diagonally-angled rectangular table with books laid flat on it, and the other image includes at least one rounded white sculptural element in a room with bookshelves on the walls.##test1/test1-288-1-img0.png##test1/test1-288-1-img1.png	Let's think##a room full of books##the books
./answers/Firstly,.json	1671	1	0	0	0	1	One image shows a diagonally-angled rectangular table with books laid flat on it, and the other image includes at least one rounded white sculptural element in a room with bookshelves on the walls.##test1/test1-288-0-img0.png##test1/test1-288-0-img1.png	Firstly,##books on the shelves##books on the shelf
./answers/First,.json	1671	1	0	0	0	1	One image shows a diagonally-angled rectangular table with books laid flat on it, and the other image includes at least one rounded white sculptural element in a room with bookshelves on the walls.##test1/test1-288-0-img0.png##test1/test1-288-0-img1.png	First,##books on the shelves##books on the shelf
./answers/caption.json	1670	1	0	0	1	0	There is exactly one cat that is entirely black.##test1/test1-592-1-img0.png##test1/test1-592-1-img1.png	a black cat standing on top of a book shelf##an orange cat sleeping on a pillow in a window##
./answers/Firstly,.json	1674	1	0	0	1	0	There is exactly one cat that is entirely black.##test1/test1-592-1-img0.png##test1/test1-592-1-img1.png	Firstly,##the books are visible##a cat
./answers/First,.json	1674	1	0	0	1	0	There is exactly one cat that is entirely black.##test1/test1-592-1-img0.png##test1/test1-592-1-img1.png	First,##the books are visible##a cat
./answers/caption.json	1671	1	0	0	1	0	There is exactly one cat that is entirely black.##test1/test1-592-3-img0.png##test1/test1-592-3-img1.png	a black cat sitting on top of a box on a desk##a black and white cat sitting on a chair##
./answers/caption.json	1679	1	0	0	1	0	Books are stacked high down an aisle in the image on the left.##test1/test1-998-3-img0.png##test1/test1-998-3-img1.png	an aisle in a bookstore filled with lots of books##an aisle in a bookstore filled with lots of books##
./answers/Firstly,.json	1683	1	0	0	1	0	Books are stacked high down an aisle in the image on the left.##test1/test1-998-3-img0.png##test1/test1-998-3-img1.png	Firstly,##lots of books##a room full of books
./answers/First,.json	1683	1	0	0	1	0	Books are stacked high down an aisle in the image on the left.##test1/test1-998-3-img0.png##test1/test1-998-3-img1.png	First,##a large stack of books##a room full of books
./answers/Let's think.json	1674	1	0	0	1	0	Books are stacked high down an aisle in the image on the left.##test1/test1-998-3-img0.png##test1/test1-998-3-img1.png	Let's think##large stack of books##a wall of books
./answers/caption.json	1682	1	0	0	1	0	One of the images contains at least two water buffalos.##test1/test1-964-0-img0.png##test1/test1-964-0-img1.png	a cow standing in a field next to some trees##a man standing next to two cows next to a tree##
./answers/caption.json	1684	1	0	0	1	0	One of the images contains at least two water buffalos.##test1/test1-964-2-img0.png##test1/test1-964-2-img1.png	a white cow standing in a dirt field##a baby cow nursing from its mother in a field##
./answers/Firstly,.json	1688	1	0	0	1	0	One of the images contains at least two water buffalos.##test1/test1-964-2-img0.png##test1/test1-964-2-img1.png	Firstly,##a cow##the cow is brown
./answers/First,.json	1688	1	0	0	1	0	One of the images contains at least two water buffalos.##test1/test1-964-2-img0.png##test1/test1-964-2-img1.png	First,##a cow##a small brown animal
./answers/Firstly,.json	1690	1	0	0	0	1	One of the animals is drinking from a manmade structure.##test1/test1-332-0-img0.png##test1/test1-332-0-img1.png	Firstly,##this is a cow##no
./answers/First,.json	1690	1	0	0	0	1	One of the animals is drinking from a manmade structure.##test1/test1-332-0-img0.png##test1/test1-332-0-img1.png	First,##this is a cow##no
./answers/First,.json	1692	1	0	0	0	1	One of the animals is drinking from a manmade structure.##test1/test1-332-2-img0.png##test1/test1-332-2-img1.png	First,##a body of water##green leaves on the tree
./answers/Let's think.json	1683	1	0	0	0	1	One of the animals is drinking from a manmade structure.##test1/test1-332-2-img0.png##test1/test1-332-2-img1.png	Let's think##animals##wildebeest
./answers/caption.json	1689	1	0	0	1	0	One of the animals is drinking from a manmade structure.##test1/test1-332-3-img0.png##test1/test1-332-3-img1.png	a black cow standing next to a water fountain##an animal with long horns standing in a field##
./answers/Firstly,.json	1693	1	0	0	1	0	One of the animals is drinking from a manmade structure.##test1/test1-332-3-img0.png##test1/test1-332-3-img1.png	Firstly,##green leaves on the tree##a rope around the animals neck
./answers/First,.json	1693	1	0	0	1	0	One of the animals is drinking from a manmade structure.##test1/test1-332-3-img0.png##test1/test1-332-3-img1.png	First,##green leaves on the tree##a rope around the animals neck
./answers/Let's think.json	1684	1	0	0	1	0	One of the animals is drinking from a manmade structure.##test1/test1-332-3-img0.png##test1/test1-332-3-img1.png	Let's think##a cow##cow
./answers/caption.json	1690	1	0	0	1	0	There are more than 3 animals on the images.##test1/test1-616-1-img0.png##test1/test1-616-1-img1.png	a buffalo with large horns standing in a field##a lion running with a herd of water buffalo##
./answers/Firstly,.json	1694	1	0	0	1	0	There are more than 3 animals on the images.##test1/test1-616-1-img0.png##test1/test1-616-1-img1.png	Firstly,##the ox is brown##brown gnu on river side
./answers/Let's think.json	1686	1	0	0	0	1	There are more than 3 animals on the images.##test1/test1-616-2-img0.png##test1/test1-616-2-img1.png	Let's think##ox##grass
./answers/First,.json	1698	1	0	0	1	0	There are canada geese in each image and none of them are flying or swimming.##test1/test1-813-2-img0.png##test1/test1-813-2-img1.png	First,##a bird in the grass##this is a duck
./answers/caption.json	1696	1	0	0	0	1	There are canada geese in each image and none of them are flying or swimming.##test1/test1-813-3-img0.png##test1/test1-813-3-img1.png	two ducks standing next to each other in the grass##two canadian geese flying over a field of grass##
./answers/Firstly,.json	1700	1	0	0	0	1	There are canada geese in each image and none of them are flying or swimming.##test1/test1-813-3-img0.png##test1/test1-813-3-img1.png	Firstly,##a white patch on the chest##canada geese in flight
./answers/First,.json	1700	1	0	0	0	1	There are canada geese in each image and none of them are flying or swimming.##test1/test1-813-3-img0.png##test1/test1-813-3-img1.png	First,##a white patch on the chest##canada geese in flight
./answers/caption.json	1699	1	0	0	1	0	There are more than 3 geese.##test1/test1-813-3-img0.png##test1/test1-813-3-img1.png	two ducks standing next to each other in the grass##two canadian geese flying over a field of grass##
./answers/Firstly,.json	1703	1	0	0	1	0	There are more than 3 geese.##test1/test1-813-3-img0.png##test1/test1-813-3-img1.png	Firstly,##a white patch on the chest##canada geese in flight
./answers/First,.json	1703	1	0	0	1	0	There are more than 3 geese.##test1/test1-813-3-img0.png##test1/test1-813-3-img1.png	First,##a white patch on the chest##canada geese in flight
./answers/caption.json	1703	1	0	0	0	1	The left image contains a human wearing a heavy jacket.##test1/test1-155-3-img0.png##test1/test1-155-3-img1.png	a yellow jacket with a fur hood on a white background##an orange jacket with a fur lined hood with a zipper##
./answers/Firstly,.json	1718	1	0	0	0	1	The left image contains two white ducks.##test1/test1-1026-3-img0.png##test1/test1-1026-3-img1.png	Firstly,##the duck is white##feathers on the duck
./answers/First,.json	1718	1	0	0	0	1	The left image contains two white ducks.##test1/test1-1026-3-img0.png##test1/test1-1026-3-img1.png	First,##the duck is white##feathers on the duck
./answers/caption.json	1715	1	0	0	1	0	The left image contains two white ducks.##test1/test1-1026-0-img0.png##test1/test1-1026-0-img1.png	two white ducks are standing in the water##two ducks standing on the shore of a lake##
./answers/Let's think.json	1710	1	0	0	1	0	The left image contains two white ducks.##test1/test1-1026-0-img0.png##test1/test1-1026-0-img1.png	Let's think##swans##duck's neck is black
./answers/caption.json	1716	1	0	0	1	0	The left image contains two white ducks.##test1/test1-1026-2-img0.png##test1/test1-1026-2-img1.png	two white ducks standing in the dirt##a white duck is standing in the grass##
./answers/Firstly,.json	1720	1	0	0	1	0	The left image contains two white ducks.##test1/test1-1026-2-img0.png##test1/test1-1026-2-img1.png	Firstly,##the feet are orange##white feathers on the bird
./answers/First,.json	1720	1	0	0	1	0	The left image contains two white ducks.##test1/test1-1026-2-img0.png##test1/test1-1026-2-img1.png	First,##the feet of the ducks##white feathers on a bird
./answers/Let's think.json	1711	1	0	0	1	0	The left image contains two white ducks.##test1/test1-1026-2-img0.png##test1/test1-1026-2-img1.png	Let's think##bird##bird
./answers/First,.json	1723	1	0	0	0	1	To the left, the birds are seen swimming.##test1/test1-184-3-img0.png##test1/test1-184-3-img1.png	First,##the floor is brown##yes
./answers/First,.json	1727	1	0	0	0	1	The birds in the image on the left are near a body of water.##test1/test1-184-3-img0.png##test1/test1-184-3-img1.png	First,##the floor is brown##yes
./answers/Let's think.json	1718	1	0	0	0	1	The birds in the image on the left are near a body of water.##test1/test1-184-3-img0.png##test1/test1-184-3-img1.png	Let's think##grains of rice##the birds
./answers/caption.json	1726	1	0	0	1	0	There are no more than two ducks in the left image.##test1/test1-1-3-img0.png##test1/test1-1-3-img1.png	two ducks standing in the grass near a tree##two women are feeding ducks in front of a building##
./answers/Firstly,.json	1730	1	0	0	1	0	There are no more than two ducks in the left image.##test1/test1-1-3-img0.png##test1/test1-1-3-img1.png	Firstly,##a long necked bird##a group of geese
./answers/First,.json	1730	1	0	0	1	0	There are no more than two ducks in the left image.##test1/test1-1-3-img0.png##test1/test1-1-3-img1.png	First,##a long necked bird##a group of geese
./answers/caption.json	1729	1	0	0	1	0	An image shows a back-turned female in a scene that includes several duck-like birds.##test1/test1-1-0-img0.png##test1/test1-1-0-img1.png	a large flock of geese grazing in a field##a woman walking through a field near a lake##
./answers/Firstly,.json	1733	1	0	0	1	0	An image shows a back-turned female in a scene that includes several duck-like birds.##test1/test1-1-0-img0.png##test1/test1-1-0-img1.png	Firstly,##many geese in a field##a body of water
./answers/First,.json	1733	1	0	0	1	0	An image shows a back-turned female in a scene that includes several duck-like birds.##test1/test1-1-0-img0.png##test1/test1-1-0-img1.png	First,##many geese in a field##a body of water
./answers/Let's think.json	1724	1	0	0	1	0	An image shows a back-turned female in a scene that includes several duck-like birds.##test1/test1-1-0-img0.png##test1/test1-1-0-img1.png	Let's think##geese##the water
./answers/caption.json	1730	1	0	0	1	0	An image shows a back-turned female in a scene that includes several duck-like birds.##test1/test1-1-3-img0.png##test1/test1-1-3-img1.png	two ducks standing in the grass near a tree##two women are feeding ducks in front of a building##
./answers/Firstly,.json	1734	1	0	0	1	0	An image shows a back-turned female in a scene that includes several duck-like birds.##test1/test1-1-3-img0.png##test1/test1-1-3-img1.png	Firstly,##a long necked bird##a group of geese
./answers/First,.json	1734	1	0	0	1	0	An image shows a back-turned female in a scene that includes several duck-like birds.##test1/test1-1-3-img0.png##test1/test1-1-3-img1.png	First,##a long necked bird##a group of geese
./answers/Let's think.json	1725	1	0	0	1	0	An image shows a back-turned female in a scene that includes several duck-like birds.##test1/test1-1-3-img0.png##test1/test1-1-3-img1.png	Let's think##the white one##the geese
./answers/caption.json	1735	1	0	0	1	0	An identical number of ducks in a wet area can be seen in both images.##test1/test1-997-3-img0.png##test1/test1-997-3-img1.png	two geese swimming in a body of water##two geese swimming in a body of water##
./answers/Firstly,.json	1739	1	0	0	1	0	An identical number of ducks in a wet area can be seen in both images.##test1/test1-997-3-img0.png##test1/test1-997-3-img1.png	Firstly,##a body of water##a reflection in the water
./answers/First,.json	1739	1	0	0	1	0	An identical number of ducks in a wet area can be seen in both images.##test1/test1-997-3-img0.png##test1/test1-997-3-img1.png	First,##the geese have long necks##the geese have long necks
./answers/Let's think.json	1730	1	0	0	1	0	An identical number of ducks in a wet area can be seen in both images.##test1/test1-997-3-img0.png##test1/test1-997-3-img1.png	Let's think##swans##bird
./answers/Let's think.json	1735	1	0	0	0	1	The left image includes geese figures standing on a field of dry stalks, and the right image features rightward-facing black-necked geese in a scene with water.##test1/test1-600-1-img0.png##test1/test1-600-1-img1.png	Let's think##the geese##large flock of birds
./answers/Let's think.json	1737	1	0	0	0	1	there are geese swimming in the water, there are dry weeds growing and the water has ripples from the wind##test1/test1-600-3-img0.png##test1/test1-600-3-img1.png	Let's think##the geese##the birds
./answers/caption.json	1746	1	0	0	1	0	An image shows at least one person walking behind a flock of ducks and holding a stick out toward them.##test1/test1-939-1-img0.png##test1/test1-939-1-img1.png	a herd of animals laying in a field of grass##two women walking a flock of geese down a road##
./answers/Firstly,.json	1750	1	0	0	1	0	An image shows at least one person walking behind a flock of ducks and holding a stick out toward them.##test1/test1-939-1-img0.png##test1/test1-939-1-img1.png	Firstly,##rocks in the grass##people are enjoying the outdoors
./answers/First,.json	1750	1	0	0	1	0	An image shows at least one person walking behind a flock of ducks and holding a stick out toward them.##test1/test1-939-1-img0.png##test1/test1-939-1-img1.png	First,##rocks in the grass##people are enjoying the outdoors
./answers/Let's think.json	1741	1	0	0	1	0	An image shows at least one person walking behind a flock of ducks and holding a stick out toward them.##test1/test1-939-1-img0.png##test1/test1-939-1-img1.png	Let's think##animals##woman
./answers/caption.json	1747	1	0	0	1	0	An image shows at least one person walking behind a flock of ducks and holding a stick out toward them.##test1/test1-939-2-img0.png##test1/test1-939-2-img1.png	a man walking down the road with a flock of ducks##a large group of ducks standing in the dirt##
./answers/Firstly,.json	1751	1	0	0	1	0	An image shows at least one person walking behind a flock of ducks and holding a stick out toward them.##test1/test1-939-2-img0.png##test1/test1-939-2-img1.png	Firstly,##a flock of birds##a flock of ducks
./answers/First,.json	1751	1	0	0	1	0	An image shows at least one person walking behind a flock of ducks and holding a stick out toward them.##test1/test1-939-2-img0.png##test1/test1-939-2-img1.png	First,##a flock of birds##a flock of ducks
./answers/Let's think.json	1742	1	0	0	1	0	An image shows at least one person walking behind a flock of ducks and holding a stick out toward them.##test1/test1-939-2-img0.png##test1/test1-939-2-img1.png	Let's think##the flock of birds##ducks
./answers/caption.json	1753	1	0	0	1	0	At least one of the geese is swimming in the water.##test1/test1-183-0-img0.png##test1/test1-183-0-img1.png	a couple of ducks walking down a street##a group of ducks and swans in the water##
./answers/Firstly,.json	1757	1	0	0	1	0	At least one of the geese is swimming in the water.##test1/test1-183-0-img0.png##test1/test1-183-0-img1.png	Firstly,##the feet of the ducks##the neck of a duck
./answers/First,.json	1757	1	0	0	1	0	At least one of the geese is swimming in the water.##test1/test1-183-0-img0.png##test1/test1-183-0-img1.png	First,##the feet of the ducks##a duck
./answers/Let's think.json	1748	1	0	0	1	0	At least one of the geese is swimming in the water.##test1/test1-183-0-img0.png##test1/test1-183-0-img1.png	Let's think##duck##duck
./answers/caption.json	1762	1	0	0	1	0	There are people visible.##test1/test1-806-0-img0.png##test1/test1-806-0-img1.png	a man is working on a wooden deck##two people are building a deck on a house##
./answers/Firstly,.json	1766	1	0	0	1	0	There are people visible.##test1/test1-806-0-img0.png##test1/test1-806-0-img1.png	Firstly,##men working on a building##a window on a building
./answers/First,.json	1766	1	0	0	1	0	There are people visible.##test1/test1-806-0-img0.png##test1/test1-806-0-img1.png	First,##men working on building a house##a window on a building
./answers/Let's think.json	1757	1	0	0	1	0	There are people visible.##test1/test1-806-0-img0.png##test1/test1-806-0-img1.png	Let's think##the men##a window on a building
./answers/First,.json	1777	1	0	0	0	1	Both staircases have vertical post designed railings.##test1/test1-240-2-img0.png##test1/test1-240-2-img1.png	First,##a foyer with hardwood flooring and white walls lighted by recessed ceiling lights.##the floor is tiled
./answers/caption.json	1780	1	0	0	1	0	In at least one image there is a star case with rails that have silver bent vertice rods.##test1/test1-1008-3-img0.png##test1/test1-1008-3-img1.png	a before and after picture of a staircase in a house##a wooden staircase with a black metal railing##
./answers/Firstly,.json	1784	1	0	0	1	0	In at least one image there is a star case with rails that have silver bent vertice rods.##test1/test1-1008-3-img0.png##test1/test1-1008-3-img1.png	Firstly,##a picture of a stair railing that has been painted black.##railing on the stairs
./answers/First,.json	1784	1	0	0	1	0	In at least one image there is a star case with rails that have silver bent vertice rods.##test1/test1-1008-3-img0.png##test1/test1-1008-3-img1.png	First,##a picture of a stair railing that has been painted black.##the railing is made of metal
./answers/Let's think.json	1775	1	0	0	1	0	In at least one image there is a star case with rails that have silver bent vertice rods.##test1/test1-1008-3-img0.png##test1/test1-1008-3-img1.png	Let's think##how to paint a stair railing to look like wood##this is a staircase
./answers/caption.json	1783	1	0	0	1	0	An arched doorway sits under the stairway in one of the images.##test1/test1-697-1-img0.png##test1/test1-697-1-img1.png	a staircase with wooden steps in a house##a white staircase with wooden steps in a room##
./answers/Firstly,.json	1787	1	0	0	1	0	An arched doorway sits under the stairway in one of the images.##test1/test1-697-1-img0.png##test1/test1-697-1-img1.png	Firstly,##the banister is brown##railing on the stairs
./answers/First,.json	1787	1	0	0	1	0	An arched doorway sits under the stairway in one of the images.##test1/test1-697-1-img0.png##test1/test1-697-1-img1.png	First,##the banister is brown##railing on the stairs
./answers/Let's think.json	1778	1	0	0	1	0	An arched doorway sits under the stairway in one of the images.##test1/test1-697-1-img0.png##test1/test1-697-1-img1.png	Let's think##a view of wood##a white door
./answers/caption.json	1785	1	0	0	1	0	An arched doorway sits under the stairway in one of the images.##test1/test1-697-0-img0.png##test1/test1-697-0-img1.png	a wooden staircase in the middle of a room##a staircase with a vase of flowers in front of it##
./answers/Firstly,.json	1789	1	0	0	1	0	An arched doorway sits under the stairway in one of the images.##test1/test1-697-0-img0.png##test1/test1-697-0-img1.png	Firstly,##railing on the stairs##this is a staircase
